purl,name,version,ecosystem,file,line,type,license,notes
pkg:npm/safe-publish-latest@2.0.0,safe-publish-latest,2.0.0,npm,/home/m3str3/code/rootcause/insecures/dependences/node_modules/side-channel/package.json,1,library,N/A,
pkg:npm/tape@5.9.0,tape,5.9.0,npm,/home/m3str3/code/rootcause/insecures/dependences/node_modules/side-channel/package.json,1,library,N/A,
pkg:npm/typescript@next,typescript,next,npm,/home/m3str3/code/rootcause/insecures/dependences/node_modules/side-channel/package.json,1,library,N/A,
pkg:npm/@ljharb/eslint-config@21.1.1,@ljharb/eslint-config,21.1.1,npm,/home/m3str3/code/rootcause/insecures/dependences/node_modules/es-define-property/package.json,1,library,N/A,
pkg:npm/@ljharb/tsconfig@0.2.2,@ljharb/tsconfig,0.2.2,npm,/home/m3str3/code/rootcause/insecures/dependences/node_modules/es-define-property/package.json,1,library,N/A,
pkg:npm/@types/gopd@1.0.3,@types/gopd,1.0.3,npm,/home/m3str3/code/rootcause/insecures/dependences/node_modules/es-define-property/package.json,1,library,N/A,
pkg:npm/@types/tape@5.6.5,@types/tape,5.6.5,npm,/home/m3str3/code/rootcause/insecures/dependences/node_modules/es-define-property/package.json,1,library,N/A,
pkg:npm/auto-changelog@2.5.0,auto-changelog,2.5.0,npm,/home/m3str3/code/rootcause/insecures/dependences/node_modules/es-define-property/package.json,1,library,N/A,
pkg:npm/encoding@0.1.13,encoding,0.1.13,npm,/home/m3str3/code/rootcause/insecures/dependences/node_modules/es-define-property/package.json,1,library,N/A,
pkg:npm/eslint@8.8.0,eslint,8.8.0,npm,/home/m3str3/code/rootcause/insecures/dependences/node_modules/es-define-property/package.json,1,library,N/A,
pkg:npm/evalmd@0.0.19,evalmd,0.0.19,npm,/home/m3str3/code/rootcause/insecures/dependences/node_modules/es-define-property/package.json,1,library,N/A,
pkg:npm/gopd@1.2.0,gopd,1.2.0,npm,/home/m3str3/code/rootcause/insecures/dependences/node_modules/es-define-property/package.json,1,library,N/A,
pkg:npm/in-publish@2.0.1,in-publish,2.0.1,npm,/home/m3str3/code/rootcause/insecures/dependences/node_modules/es-define-property/package.json,1,library,N/A,
pkg:npm/npmignore@0.3.1,npmignore,0.3.1,npm,/home/m3str3/code/rootcause/insecures/dependences/node_modules/es-define-property/package.json,1,library,N/A,
pkg:npm/nyc@10.3.2,nyc,10.3.2,npm,/home/m3str3/code/rootcause/insecures/dependences/node_modules/es-define-property/package.json,1,library,N/A,
pkg:npm/safe-publish-latest@2.0.0,safe-publish-latest,2.0.0,npm,/home/m3str3/code/rootcause/insecures/dependences/node_modules/es-define-property/package.json,1,library,N/A,
pkg:npm/tape@5.9.0,tape,5.9.0,npm,/home/m3str3/code/rootcause/insecures/dependences/node_modules/es-define-property/package.json,1,library,N/A,
pkg:npm/typescript@next,typescript,next,npm,/home/m3str3/code/rootcause/insecures/dependences/node_modules/es-define-property/package.json,1,library,N/A,
